Nº/Série;Data de Emissão;CNPJ Emitente;Emitente;CNPJ Destinatário;Destinatário;Categoria;Subcategoria;Produto;Unid. Medida;Quantidade;Valor Unitário;Valor Total
84520/001;26/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84519/001;26/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84518/001;26/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
84517/001;26/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
84465/001;24/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84442/001;21/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84299/001;11/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84297/001;11/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
84292/001;10/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
84291/001;10/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84284/001;10/10/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84161/001;29/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;4.00;27.96;111.84
84141/001;28/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;4.00;27.96;111.84
84135/001;28/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
84126/001;27/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84095/001;26/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
84088/001;26/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
83959/001;14/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
83921/001;13/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
83916/001;10/09/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
83759/001;29/08/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;2.00;27.96;55.92
83747/001;29/08/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;3.00;27.96;83.88
83737/001;26/08/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
83736/001;26/08/2022;00.375.180/0001-96;T.M. VASCONCELOS LTDA.;03.191.595/0001-06;CENTRO DE PREVENCAO AS DEPENDENCIAS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON 12X500ML;CX;1.00;27.96;27.96
5653/001;19/09/2022;33.613.876/0001-62;SILVANDRO DIEGO DE ALBUQUERQUE FERREIRA E CIA LTDA;09.111.921/0001-04;FUNDO MUNICIPAL DE SAUDE DE TEREZINHA-PE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UN;44.00;20.90;919.60
7/001;27/12/2022;37.725.292/0001-30;GILDETE DA COSTA E SÁ 02747438414;35.449.289/0001-05;IPUBI CAMARA DE VEREADORES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ÁLCOOL EM GEL;UN;2.00;20.00;40.00
6/001;15/12/2022;37.725.292/0001-30;GILDETE DA COSTA E SÁ 02747438414;35.449.289/0001-05;IPUBI CAMARA DE VEREADORES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ÁLCOOL EM GEL;UN;6.00;20.00;120.00
3/001;30/08/2022;37.725.292/0001-30;GILDETE DA COSTA E SÁ 02747438414;35.449.289/0001-05;IPUBI CAMARA DE VEREADORES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ÁLCOOL EM GEL;UN;6.00;20.00;120.00
5/001;18/11/2022;37.725.292/0001-30;GILDETE DA COSTA E SÁ 02747438414;35.449.289/0001-05;IPUBI CAMARA DE VEREADORES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ÁLCOOL EM GEL;UN;6.00;20.00;120.00
4/001;06/10/2022;37.725.292/0001-30;GILDETE DA COSTA E SÁ 02747438414;35.449.289/0001-05;IPUBI CAMARA DE VEREADORES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ÁLCOOL EM GEL;UN;6.00;20.00;120.00
508/002;20/01/2023;45.003.125/0001-03;ECCO DISTRIBUIDORA DE MATERIAL MEDICO LTDA;10.599.648/0001-80;FUNDO MUNICIPAL DE SAUDE DE JOAO ALFREDO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UNID;154.00;17.48;2,691.92
507/002;20/01/2023;45.003.125/0001-03;ECCO DISTRIBUIDORA DE MATERIAL MEDICO LTDA;10.599.648/0001-80;FUNDO MUNICIPAL DE SAUDE DE JOAO ALFREDO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UNID;100.00;17.48;1,748.00
355/002;17/11/2022;45.003.125/0001-03;ECCO DISTRIBUIDORA DE MATERIAL MEDICO LTDA;10.599.648/0001-80;FUNDO MUNICIPAL DE SAUDE DE JOAO ALFREDO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UNID;120.00;17.48;2,097.60
333/001;18/01/2023;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
329/001;04/01/2023;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;2.00;17.05;34.10
306/001;12/12/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
296/001;07/12/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
292/001;06/12/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
266/001;21/11/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
250/001;26/10/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
225/001;11/10/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
224/001;04/10/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;2.00;17.05;34.10
221/001;04/10/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
215/001;30/09/2022;43.880.050/0001-13;UNITY COMERCIO E REPRESENTACOES LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;1.00;17.05;17.05
157/001;24/08/2022;43.880.050/0001-13;A C L S COMERCIO E SERVICOS LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;2.00;17.05;34.10
155/001;24/08/2022;43.880.050/0001-13;A C L S COMERCIO E SERVICOS LTDA;08.763.979/0001-61;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DO BONITO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL 12X500ML;CX;2.00;17.05;34.10
4770/001;23/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0167-01;SECRETARIA DE EDUCACAO E ESPORTE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4769/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1144-79;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4768/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0480-77;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4767/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0483-10;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4766/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0287-18;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4765/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1135-88;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4763/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0477-71;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4762/001;20/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0383-57;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4761/001;19/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1110-20;SECRETARIA DE EDUCACAO E ESPORTES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4760/001;19/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0170-07;SECRETARIA DE EDUCACAO E ESPORTE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4756/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1517-57;SECRETARIA DE EDUCACAO E ESPORTE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4755/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1510-80;SECRETARIA DE EDUCACAO E ESPORTES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4754/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0288-07;SECRETARIA DE EDUCACAO E ESPORTES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4753/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1111-00;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4752/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0391-67;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4750/001;18/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1102-10;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4749/001;17/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0157-30;SECRETARIA DE EDUCACAO E ESPORTES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4747/001;17/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0461-04;SECRETARIA DE EDUCACAO E ESPORTES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4746/001;17/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/0491-20;SECRETARIA DE EDUCACAO E ESPORTE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4745/001;17/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1615-58;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
4744/001;17/01/2023;00.241.402/0001-88;LEDILSON RIBEIRO DE GUSMAO EIRELI;10.572.071/1614-77;SECRETARIA DE EDUCACAO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 12X500ML;CX;1.00;16.53;16.53
